raw,normalized,script,status
"बहुत अच्छी बात है, तानाशाह गया ,अहंकार गया, भगवान जो करता है अच्छा करता है,देश बेच कर चला गया,","बहुत अच्छी बात है, तानाशाह गया ,अहंकार गया, भगवान जो करता है अच्छा करता है,देश बेच कर चला गया,",devanagari,kept
Resign and leave the country...we don't want a liar to be PM who only lie 24×7 shamelessly,Resign and leave the country.we don't want a liar to be PM who only lie 24×7 shamelessly,roman,kept
finaly modi ka chehra ab nahi dekhna padega,finaly modi ka chehra ab nahi dekhna padega,roman,kept
🤣😂😂😂Aur aapka bhi jannat ka ticket 🎫 booking kardiya maine ...,Aur aapka bhi jannat ka ticket booking kardiya maine .,roman,kept
पनुती पनुति पनीति 😂😂😂 एक सेकंड का बी चेहरा नही देखता में,पनुती पनुति पनीति एक सेकंड का बी चेहरा नही देखता में,devanagari,kept
😂😂 Abe phir wapas aayega😂😂 236 me sarkar nahi banti hai😂😂,,,dropped:not_valid
Sarkar banegi Rahul Gandhi ki khatm kahani Modi Yogi ki,Sarkar banegi Rahul Gandhi ki khatm kahani Modi Yogi ki,roman,kept
मनुस्मृति जलाने वाले को भारत रत्न अवॉर्ड देकर मोदी सरकार ने ऐतिहासिक भूल की है अब अम्बेडकर वादी ही मोदी सरकार को वोट देगा कोई मानवता वादी नहीं।,मनुस्मृति जलाने वाले को भारत रत्न अवॉर्ड देकर मोदी सरकार ने ऐतिहासिक भूल की है अब अम्बेडकर वादी ही मोदी सरकार को वोट देगा कोई मानवता वादी नहीं.,devanagari,kept
Modi ko jail bhejo corruption charges par,Modi ko jail bhejo corruption charges par,roman,kept
"_____घमंड था बहुत टूट गया,,,,, अच्छा हुआ",,,dropped:not_valid
India mukt hua paw paw se,India mukt hua paw paw se,roman,kept
Sab bakwas hai,Sab bakwas hai,roman,kept
"Modi ji best ,,wo pm nehi banenge tto Bharat ka future andhakar ho jayega ......modi ji jaise koi neehi he is best pm❤","Modi ji best ,,wo pm nehi banenge tto Bharat ka future andhakar ho jayega .modi ji jaise koi neehi he is best pm",roman,kept
भारत के लिए बहुत दुःखद है मोदी जी को इस्तीफा नहीं देना चाहिए,भारत के लिए बहुत दुःखद है मोदी जी को इस्तीफा नहीं देना चाहिए,devanagari,kept
अच्छी बात है,अच्छी बात है,devanagari,kept
Ab sab ka baap aaye ga Yogi,Ab sab ka baap aaye ga Yogi,roman,kept
Bahut Khushi Hui,Bahut Khushi Hui,roman,kept
Bahut acha hua,Bahut acha hua,roman,kept
फेक न्युज,,,dropped:too_short
Fakiram.fako,Fakiram.fako,roman,kept
Panoti gaya aeb,Panoti gaya aeb,roman,kept
Pm Rahul gandh shy😂😂😂😂😂😂😂😂😂🎉,,,dropped:not_valid
जरा लाज ठेवा जूने,जरा लाज ठेवा जूने,devanagari,kept
फेक,,,dropped:too_short
Bakvas hai,Bakvas hai,roman,kept
Fak.vedio.hai,Fak.vedio.hai,roman,kept
Acha hua panoti hta,Acha hua panoti hta,roman,kept
Modi Rastrapati banenge,Modi Rastrapati banenge,roman,kept
Yogi adityanath bulldozer Baba pm bnao,Yogi adityanath bulldozer Baba pm bnao,roman,kept
पागल पंती की भी हद है कहा से लाती हो ये न्यूज़ 😂😂😂,पागल पंती की भी हद है कहा से लाती हो ये न्यूज़,devanagari,kept
Fek news,,,dropped:too_short
You are always great our pm modi but i am sad 😢😢,You are always great our pm modi but i am sad,roman,kept
Is chenal ko band karna chahiye,Is chenal ko band karna chahiye,roman,kept
Chaikidar chur hai,Chaikidar chur hai,roman,kept
World heero Modi g,World heero Modi g,roman,kept
Fuku mukth nho,Fuku mukth nho,roman,kept
कहाँ है अन्धभक्त,कहाँ है अन्धभक्त,devanagari,kept
Hello Andhnamazi,Hello Andhnamazi,roman,kept
Yehi Pe Hoon Bol 😂,Yehi Pe Hoon Bol,roman,kept
तीसरी बार फिर से मोदी सरकार,तीसरी बार फिर से मोदी सरकार,devanagari,kept
क्यों बेवकूफ बना रही हो बीजेपी और इस्तीफा पूरा देश बकनबेकने के बाद झोला उठा कर भागेगा,क्यों बेवकूफ बना रही हो बीजेपी और इस्तीफा पूरा देश बकनबेकने के बाद झोला उठा कर भागेगा,devanagari,kept
Modi hatao Desh bachao 😂👍,Modi hatao Desh bachao,roman,kept
Aba babacuf phir sa p m bana ka leya purana Wale sadsata hatana ka leya istafa dana parta haa anpadho 😂😂😂,Aba babacuf phir sa p m bana ka leya purana Wale sadsata hatana ka leya istafa dana parta haa anpadho,roman,kept
Bkbas vidio,Bkbas vidio,roman,kept
मोदी था मोदी है मोदी रहेगा हर हर मोदी घर घर मोदी मोदी पीएम बना था मोदी पीएम बनेगा,मोदी था मोदी है मोदी रहेगा हर हर मोदी घर घर मोदी मोदी पीएम बना था मोदी पीएम बनेगा,devanagari,kept
Modi jesa pm ni milega kabhi bhi is desh ko,Modi jesa pm ni milega kabhi bhi is desh ko,roman,kept
Ye to sahi bola aapne 😂😂😂kabhi nahi milega,Ye to sahi bola aapne kabhi nahi milega,roman,kept
"Pacl company ka paisa return to kar diya hota,per nahi,chor  hai bjp ke kuch mantri","Pacl company ka paisa return to kar diya hota,per nahi,chor hai bjp ke kuch mantri",roman,kept
मोदी जी के सरकार ने तेल के भाव 150 के गेहूं का भाव 140 क किया गरीबों का क्या होगामोदी जी राशन प्रधानमंत्री कोई भी बने लेकिन जनता की राय यह है राशन के और गरीबों के अनाज के भाव कम किया जाए गरीब से गरीब तेल और गेहूं चावल खरीद के अपना घर चला पाए लड़की बहन योजना के पैसे देकर राशन के दामों में बढ़ोतरी की हम आम जनता गरीब जनताहै,मोदी जी के सरकार ने तेल के भाव 150 के गेहूं का भाव 140 क किया गरीबों का क्या होगामोदी जी राशन प्रधानमंत्री कोई भी बने लेकिन जनता की राय यह है राशन के और गरीबों के अनाज के भाव कम किया जाए गरीब से गरीब तेल और गेहूं चावल खरीद के अपना घर चला पाए लड़की बहन योजना के पैसे देकर राशन के दामों में बढ़ोतरी की हम आम जनता गरीब जनताहै,devanagari,kept
Happy Birthday to Prime minister Narendrabhai Damodardas Modi of India Best wishes long live 🇮🇳 😀 😄 ♥️ ❤️ 😎 🇮🇳 😀 😄 ♥️ ❤️ 😎 🇮🇳 😀,,,dropped:not_valid
Haha chala gaya feku 😂😂,Haha chala gaya feku,roman,kept
आप जैसे बड़े चैनल से इतनी उम्मीद नही थी की इतनी घाटीया सोच लेकर आप खबर देखते है झूठ की हद होती है आज से इस चैनल से विश्वास उठ गया,आप जैसे बड़े चैनल से इतनी उम्मीद नही थी की इतनी घाटीया सोच लेकर आप खबर देखते है झूठ की हद होती है आज से इस चैनल से विश्वास उठ गया,devanagari,kept
Ab ki bar road ke par. Modi gya tu too gaya modi hatoo Desh bachoo,Ab ki bar road ke par. Modi gya tu too gaya modi hatoo Desh bachoo,roman,kept
मोदी को लाओ देश बचाओ टूट जायेगा देश मोदी जायेगा तो। जो कभी सोचा ना हो गा वो होगा देश में 🙏,मोदी को लाओ देश बचाओ टूट जायेगा देश मोदी जायेगा तो. जो कभी सोचा ना हो गा वो होगा देश में,devanagari,kept
"गरीब एजेंट तो वैसे भी मर रहे हैं, क्या फर्क पड़ता है,","गरीब एजेंट तो वैसे भी मर रहे हैं, क्या फर्क पड़ता है,",devanagari,kept
"फिर झूठ बोल रही हो, सत्य बोलने से क्या आप को मोदी मना कर रहा है। यदि स्तीफा नहीं दिया तो तुमको हजारों गाली सहना पड़ेगा।","फिर झूठ बोल रही हो, सत्य बोलने से क्या आप को मोदी मना कर रहा है. यदि स्तीफा नहीं दिया तो तुमको हजारों गाली सहना पड़ेगा.",devanagari,kept
Are bhai ghusa mat karna .Inke pas koi topic nahin hai .Isliye 1 sal purana video lagakar chai pine gaye hai,Are bhai ghusa mat karna .Inke pas koi topic nahin hai .Isliye 1 sal purana video lagakar chai pine gaye hai,roman,kept
❤️ Modi ❤️ ji ❤️ is ❤️ best ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,,dropped:not_valid
Kya isteefa dena padhta hai ki modi hat gay hamesha ki liye istifa deke,Kya isteefa dena padhta hai ki modi hat gay hamesha ki liye istifa deke,roman,kept
Bhai dena padta hai new loksabha chalu se pehle  Fir se chuna jayega PM ko Modi ko hi chunege ye,Bhai dena padta hai new loksabha chalu se pehle Fir se chuna jayega PM ko Modi ko hi chunege ye,roman,kept
Media ka super dance shuru hone wala hai😂😂😂😂,Media ka super dance shuru hone wala hai,roman,kept
Aaye haye aaye haye mje 😅😂,Aaye haye aaye haye mje,roman,kept
🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉 मजा आ गया गरीबो ने देश कि जनता को अब साइद महगाई कम हो रोजगार मिले,,,dropped:not_valid
❤❤❤❤,,,dropped:too_short
Maza aa gya 🎉🎉🎉🎉,,,dropped:not_valid
Maja aa gya h ❤,,,dropped:not_valid
O Bhai omm fo😂😂😂,,,dropped:not_valid
Ye kyun 😮?,,,dropped:too_short
👍,,,dropped:too_short
Bhai apne aap hee khush ho lo,Bhai apne aap hee khush ho lo,roman,kept
Adha gyan khushi hi deta h,Adha gyan khushi hi deta h,roman,kept
😃😃😃😃👌👌👌,,,dropped:too_short
Shah uncke be like: sardaar khush hua... 🤣🤣,,,dropped:not_valid
Unpadh log itna bhi nhi jante ki bina istifa diye dubara pradhanmantri nhi bnte😂😂😂,Unpadh log itna bhi nhi jante ki bina istifa diye dubara pradhanmantri nhi bnte,roman,kept
hn bhai madarsa se phada ha inhone,hn bhai madarsa se phada ha inhone,roman,kept
लगता है भारत देश को,लगता है भारत देश को,devanagari,kept
Hindustanka sardaer bhaei achhtarpse soj samjakar. Bade bade lokko Chali chalnse  bujh kar achha rasta baharna Heto Sadhuna,Hindustanka sardaer bhaei achhtarpse soj samjakar. Bade bade lokko Chali chalnse bujh kar achha rasta baharna Heto Sadhuna,roman,kept
अच्छी बात है 😂,अच्छी बात है,devanagari,kept
फेंक न्यूज,फेंक न्यूज,devanagari,kept
😂gud,,,dropped:too_short
Hmesha ke liye diyaa hai estifa,Hmesha ke liye diyaa hai estifa,roman,kept
